"id","predicted_price"
"5726500130","648559"
"7559600430","750035"
"3699100130","193429"
"7215420590","487858"
"1257201130","720716"
"740500040","633305"
"9578501030","679980"
"3211000040","536680"
"2895800780","753551"
"844000425","742949"
"4221250120","723140"
"7635800313","297229"
"8651710430","331885"
"6804600720","744077"
"345700180","777434"
"269000240","662427"
"3834000520","152378"
"2200500350","767833"
"2641800060","574761"
"5469502860","387217"
"1370803820","276150"
"8731981500","196474"
"5309101395","351485"
"3678900450","529378"
"428000225","286655"
"1423700680","279513"
"1525059215","399787"
"5104512180","289868"
"1233100351","653375"
"7202300110","156304"
"6448000090","637141"
"1939130730","346537"
"7015200335","618800"
"3211000190","223370"
"4127000050","216521"
"3305100230","724350"
"2223059052","712887"
"2877101031","202927"
"8587400050","634402"
"9407100300","253933"
"7853340860","652367"
"461002615","165150"
"1370801440","651791"
"2473450870","253395"
"8056000075","564636"
"2338800100","426422"
"3885803895","779311"
"1796350080","176801"
"2581900060","162696"
"7849200945","496910"
"3619600143","666872"
"603000926","192817"
"1545804860","701763"
"2201500030","179499"
"2807100156","265628"
"7137950350","264033"
"2892700041","648552"
"1818800235","611451"
"4242900245","215664"
"1939110080","376418"
"2726049169","426025"
"8732020770","470697"
"1520069052","679714"
"2919200280","204146"
"1388600070","604176"
"269000070","770773"
"7752000065","554586"
"1824079073","391316"
"6450302546","234230"
"2862500070","677118"
"926069132","560782"
"7899800864","184143"
"9407150360","246761"
"1311900240","434544"
"3438503223","433888"
"6610000591","308852"
"7129301851","211645"
"7748000020","700456"
"6705850020","291556"
"7853361410","548413"
"3293700496","524552"
"546000045","300493"
"9545250110","407663"
"993001629","461012"
"6817800840","411567"
"4045800030","367894"
"8113100850","365509"
"2902200237","196142"
"7156200005","165867"
"7611200136","692603"
"9412200330","479588"
"7617500075","533367"
"8150600195","276452"
"3438501862","551708"
"7212680460","612201"
"1250202255","191176"
"7137300040","428006"
"6126500060","610823"
"7129301578","211143"
"8820902200","667419"
"2616700520","603647"
"2155000290","667351"
"3797710010","204457"
"1775800220","252377"
"9547202950","583017"
"9264921140","172611"
"9276200455","431205"
"3352401476","679179"
"7853302180","194214"
"9202650210","508442"
"8029510010","387700"
"985000950","446227"
"4206901155","377547"
"2473420170","752328"
"7694200350","681351"
"9335400005","338163"
"1726059053","515622"
"3388100020","321622"
"7977200945","165402"
"5637500094","518199"
"3575302562","209835"
"5700002325","301081"
"6749700063","656005"
"1109000175","658725"
"1231001130","514552"
"921049315","655714"
"6815100370","368243"
"1526059051","223538"
"5100403321","343127"
"6400700264","647051"
"4435600330","235225"
"8651400580","255785"
"4036801315","413163"
"414100280","395243"
"1180500100","414786"
"1504800097","360255"
"8835350230","161775"
"3438503140","744481"
"3876313030","683625"
"7526800040","478326"
"5415350480","187588"
"8682291940","382367"
"7399000350","412150"
"4038400130","451769"
"9103000715","702230"
"9521101055","624800"
"726059485","375810"
"6413100242","646966"
"2946000912","393577"
"4154301371","695631"
"1086100100","435007"
"9320700400","784365"
"1545808560","721934"
"7806210250","737182"
"3319500317","728467"
"16000545","652689"
"8700500020","225062"
"2600030210","237983"
"7348200195","659332"
"7504000510","636686"
"7812800215","795939"
"8099800340","382018"
"952002250","189114"
"1921059303","378716"
"5631500594","278502"
"2968800645","280814"
"5649600266","416442"
"625049318","545032"
"4235400097","431734"
"2366400150","652909"
"6197200021","765626"
"3041700090","220822"
"1873100390","406439"
"3052700610","635343"
"6141600140","506970"
"726049202","420228"
"4364700595","423280"
"1250201165","495895"
"7923250090","633681"
"1025039145","406681"
"8731982470","307830"
"6117500980","534822"
"6056100165","799281"
"5149300400","555541"
"5700001920","171059"
"2159900020","311128"
"7490000040","640936"
"3524049042","151432"
"9169600096","457403"
"1724069062","321187"
"6892510200","443201"
"1322049150","614120"
"2324039036","513267"
"3491300082","263834"
"164000267","225324"
"3123039089","384126"
"1338800785","297729"
"8965400390","440451"
"3904940200","755750"
"8820903555","723125"
"5469502060","693952"
"8665900331","736157"
"6205500280","765419"
"7683900200","471882"
"6414100111","600387"
"8155830020","248323"
"1370804446","625980"
"9429400060","339469"
"9432900070","769397"
"567000392","354368"
"2011400782","346634"
"7100000110","579066"
"3304030220","631787"
"9540100025","698359"
"9536601331","482060"
"1525059165","337212"
"2144800311","360336"
"2113701200","734847"
"9265200060","203733"
"5608030020","533283"
"9834201215","392090"
"7853320470","261944"
"9378700200","321865"
"9541800190","717266"
"5101400871","257917"
"8078600330","761424"
"2877101310","212521"
"7570050070","642362"
"6403310060","568554"
"1180007005","705847"
"2742100009","164863"
"6071400710","497622"
"2599700040","151381"
"5450900140","421018"
"3693900155","211801"
"7298030210","736017"
"421000465","599563"
"6382500076","687496"
"4223000280","335622"
"7212652180","167127"
"5029451010","656106"
"203400090","638975"
"9136102680","776690"
"561000075","600094"
"2461900760","742269"
"823069044","398257"
"7697920450","273070"
"9268710220","698163"
"2523039282","645161"
"8682230550","510846"
"4136900190","315401"
"1545803340","631965"
"2787320430","625509"
"111000190","406540"
"7857001560","556872"
"2028700570","736151"
"524059241","749078"
"9414500480","544063"
"1321720160","291812"
"7715801090","785233"
"3530400080","537093"
"2769600305","349901"
"4307310400","194963"
"1438700040","505141"
"8078430360","247976"
"2597670470","405551"
"686400670","680417"
"2925079012","441542"
"7811100230","397464"
"2424059061","672371"
"8127700445","670078"
"8637100370","780006"
"8825900070","394365"
"5028602020","686076"
"688000017","656910"
"2592400170","437617"
"323089005","153031"
"2087700115","704618"
"1150000340","231927"
"3352400661","373558"
"2726079103","306458"
"6662400105","152459"
"1423069095","585220"
"6073300530","415504"
"7893203770","766293"
"809001060","179563"
"3211600650","387772"
"705700580","411138"
"1180002075","153091"
"8732020720","256969"
"7215410320","375496"
"8691300380","544848"
"7740100015","534179"
"5634500201","432322"
"6918700370","618238"
"526059122","599447"
"9266701115","707237"
"625049299","475075"
"5634500392","200938"
"1442800370","452859"
"3629960600","524820"
"2329810590","407658"
"8129700255","288899"
"1066600090","583939"
"3329500730","329930"
"2862100205","673115"
"1523089012","176674"
"2131701240","560029"
"9268850030","698687"
"1561600095","389412"
"4045500130","651011"
"8035350010","481967"
"7518500855","784932"
"5101408593","291712"
"7856560380","283149"
"3818700123","233985"
"2391601195","155947"
"3303870050","511882"
"1724069043","750824"
"375000230","374232"
"3876313260","276781"
"8682320090","248395"
"5566100205","797741"
"5100402767","456074"
"1560870040","495640"
"4037800020","647148"
"3353400120","650887"
"84000105","267924"
"4078300050","748825"
"415100015","470148"
"3971700330","315262"
"7230300610","270374"
"2623089002","484716"
"5104540240","716875"
"3362400511","364607"
"4457300135","370603"
"6795100563","698352"
"6338000032","772304"
"3362900810","647998"
"4449800595","607370"
"5113260170","508662"
"2821100125","312934"
"7518503200","433600"
"9429400170","764289"
"1232001070","690639"
"2767604580","175054"
"1022059123","530164"
"715010140","352400"
"5423040140","429009"
"1785400780","154631"
"1245003660","692945"
"7520000330","214455"
"126049100","767259"
"1376800025","219703"
"4136800205","150600"
"4046600070","184728"
"2325400170","443189"
"2366800055","447956"
"7852130410","235849"
"1118002000","468953"
"3622059088","623507"
"9433000470","461377"
"8562400025","213642"
"3882300090","621380"
"1237500120","195440"
"5729200030","296862"
"7504020970","351742"
"2767704252","196120"
"1795700030","256095"
"6145602125","325944"
"3902600150","208117"
"2024059127","508687"
"3127200021","478644"
"3362400431","212882"
"3955800080","246201"
"2025059026","373292"
"1689401230","310713"
"2427910040","399044"
"1509500160","576530"
"2558160220","164459"
"4053200566","207752"
"8079040330","258027"
"3629970620","503911"
"3271800910","726243"
"6181420200","238036"
"3629970610","636235"
"7237300090","206700"
"3879901285","691229"
"1624079051","261986"
"8564850300","431230"
"3126059023","623006"
"9407000920","640076"
"7889601270","743760"
"3529000880","467611"
"9347900020","530834"
"7186800105","426086"
"1118000080","332905"
"6300500515","294078"
"3935900030","504677"
"4036400110","156370"
"4037000925","671834"
"7300200550","484208"
"8078350100","393994"
"3623500135","586069"
"1951600150","488390"
"952004725","789839"
"9552701030","664078"
"2490200055","486878"
"2064800610","289731"
"945000410","556868"
"2595650170","534221"
"2781270400","728825"
"5500200010","474427"
"7853340660","240087"
"4003000285","435860"
"1822059331","352711"
"6623400187","452349"
"255580190","293084"
"5729000070","553410"
"8645530010","281268"
"2324039152","311470"
"5104510010","665243"
"1796370730","322793"
"7856570190","593534"
"9287802380","649110"
"5152960710","152380"
"7655900062","465155"
"2769602135","619869"
"2023059052","473317"
"216500040","727060"
"7923000360","459233"
"3649100306","479877"
"5078400190","455182"
"7567600030","723627"
"6388920410","428874"
"7131300025","321296"
"621069146","279812"
"632000065","694008"
"7852010840","497662"
"6021503655","695207"
"7140200250","580924"
"5312100040","514484"
"6123000070","572930"
"461005360","434724"
"1310960190","483775"
"3342103148","560399"
"2472920780","490679"
"1775800510","486746"
"3023000120","727178"
"6669020640","527194"
"6421100502","731983"
"9577800005","258726"
"291300280","576432"
"8731980880","415056"
"6792200066","696852"
"3261020370","245245"
"9191201250","179589"
"7302000610","433445"
"3343300644","738680"
"98030530","767885"
"1823049242","259712"
"8562750660","416899"
"4376700430","700131"
"1604601375","713899"
"880000211","760493"
"3623500205","188698"
"2695600190","736673"
"1994200024","344834"
"8698100115","214724"
"259500270","227590"
"6021501535","192398"
"7891600260","533447"
"8100000080","186970"
"1708400595","439842"
"8901000585","465862"
"1920079062","468903"
"3904990210","387576"
"7852160310","289350"
"1373800170","467946"
"9264960560","725514"
"3220200040","517754"
"6806300920","584862"
"1049010050","480002"
"3832710840","341707"
"2122059127","252753"
"8682302030","311175"
"9287800375","167799"
"3902300100","712928"
"7234600832","662034"
"3262300485","747376"
"7230300100","350257"
"3629760330","231356"
"133000127","254727"
"2781250520","321726"
"1821059264","587238"
"8820900029","783468"
"9201000480","788538"
"2767603215","711011"
"3024059036","251061"
"2600100180","394156"
"5635100080","379604"
"3438503230","663858"
"8081020330","258007"
"5100401516","605981"
"2493200235","220436"
"9476200350","192628"
"4441300170","153853"
"7202290320","331987"
"3751605432","431927"
"7129300935","442916"
"1796380060","415740"
"200520120","327290"
"3943600020","388336"
"6383000820","393257"
"1402810140","561558"
"3904901450","232742"
"3491300180","739452"
"4222500410","396943"
"5266300140","755293"
"9500900135","480334"
"5412200270","696829"
"9272200810","495517"
"475000080","218928"
"4302201085","521026"
"1402950240","401150"
"1623300325","225785"
"603001050","295524"
"3298700156","667366"
"3342101795","499089"
"1525069088","523916"
"6352600350","588093"
"1868901120","376271"
"1828001130","556110"
"4022900125","592602"
"8722100030","294649"
"9406540130","172498"
"3023049186","606908"
"7853390260","569255"
"1072030510","504219"
"1513800036","621482"
"9358001732","403300"
"2597710450","688672"
"4073800140","772822"
"6623400090","443710"
"7977200995","646363"
"7011200830","785537"
"2423069170","398433"
"4058801680","624457"
"9485750240","538665"
"723049476","336534"
"880000208","687081"
"8562700090","618801"
"3760500602","577752"
"3276930380","303720"
"8680300010","292738"
"5104650020","438246"
"3876810140","201182"
"8019200925","584518"
"5425700205","710332"
"7771300125","790054"
"1545807990","412154"
"5288200260","492818"
"4441300325","407159"
"9126100346","373352"
"8827900690","558479"
"9264900350","628021"
"8679200100","746608"
"5035300850","450440"
"3395800660","280401"
"3812400070","659411"
"9528102060","367068"
"1607100038","706105"
"7856570150","621896"
"1624059093","400536"
"1196002395","270132"
"2770601365","245870"
"8562750320","667828"
"5459300040","730475"
"8952900204","494185"
"6870000150","352471"
"7905400040","252767"
"126039599","668014"
"8917100206","406582"
"5422950080","740274"
"7570060290","336002"
"4385700735","429505"
"3624079067","622394"
"2822049148","395201"
"9238500190","177186"
"8857640710","763921"
"622100092","769658"
"4045500715","387895"
"5469501200","379199"
"5495200040","542692"
"8952900260","500778"
"7785350490","236377"
"7544800195","770848"
"8964800370","775591"
"2767600400","546230"
"524059208","787110"
"7893800534","236800"
"2872900050","745893"
"510003230","596741"
"2915200210","619108"
"293000068","659295"
"9839300285","512662"
"3578401330","629521"
"3758900220","384216"
"8946750140","697278"
"1337300145","168019"
"1523069197","772269"
"259600280","581015"
"686200740","472191"
"2326059099","244370"
"1139000135","187719"
"7955060010","358370"
"7604410030","284139"
"7772850060","309781"
"7017200055","746342"
"809003160","198398"
"2600130020","331899"
"1314300046","316890"
"2473100450","204664"
"5045700470","649195"
"1250203335","388688"
"7853240560","160761"
"3332000195","595982"
"9349900105","472584"
"4139400630","733178"
"7234601142","477023"
"1890000166","471207"
"5021900265","247351"
"7550800945","154993"
"7997200130","634009"
"8100000110","597957"
"7856700920","630593"
"2407900200","765711"
"193300120","638117"
"2972300060","690803"
"7135520260","368799"
"9353300600","313190"
"7853302190","388882"
"1180000625","496512"
"2625059301","779088"
"2249800080","493115"
"1823069046","449861"
"8073000480","484730"
"7895500070","273195"
"809000945","733477"
"1559900200","351357"
"7852020760","683435"
"808300470","713707"
"4114601580","535307"
"2131200766","375944"
"8651611130","390355"
"1965200010","569860"
"7205400180","397117"
"8682261190","795226"
"2652500126","347835"
"7105600085","609660"
"7116000225","165654"
"3395071580","248221"
"2553300030","335541"
"3825310540","291545"
"4031700210","623043"
"1420700030","395879"
"5332200530","491313"
"1077100020","385390"
"7771300035","286269"
"8960200630","434892"
"259600410","417605"
"5152700120","424799"
"8857640860","421579"
"7852000500","603606"
"3905090130","791822"
"9266700190","182869"
"8559300020","664363"
"8665900070","538952"
"4330600350","576850"
"1843100540","395378"
"993000308","191244"
"2222059099","764475"
"1774230300","371962"
"1623069023","512141"
"7579200715","505854"
"5710610790","777708"
"424069010","791344"
"1422300030","447968"
"3832061060","448951"
"2025701190","558446"
"5126310400","197812"
"9324800455","796093"
"2201500680","594871"
"3025059136","161216"
"5104511590","528655"
"2780910100","570041"
"8653600100","260091"
"4310702876","278655"
"7853420100","688671"
"3353400840","423939"
"7922710320","507656"
"8651442510","436765"
"3432500200","232240"
"8651611230","662065"
"251300260","764215"
"3558000170","268941"
"8805900570","418517"
"826069046","374732"
"6852700097","256160"
"3881900445","555918"
"2781240040","666769"
"2568300045","668467"
"2767704251","769605"
"8126300610","227483"
"1130000005","158122"
"2624089022","498948"
"4036800770","433333"
"2558660290","211601"
"114101540","750170"
"8856920070","708827"
"9264910300","684709"
"1136100072","325687"
"2124089028","509101"
"9828202030","301505"
"3885807255","738931"
"624111000","177294"
"9547205380","747205"
"1562200380","533608"
"5100402668","222844"
"7461420210","752298"
"1432900150","620718"
"3359500096","245150"
"1651800010","167754"
"9432750070","715370"
"1062100116","338284"
"868001435","434380"
"255550190","372213"
"5490220030","350681"
"2909700070","541469"
"1453602309","181661"
"3629700080","386882"
"6046401105","178286"
"7211402105","624027"
"4053200285","564915"
"9478550430","603795"
"7806210380","191626"
"6380500135","234503"
"284000223","425866"
"9187200228","370309"
"98020300","669150"
"2474400250","682234"
"3326059191","238987"
"305500140","280955"
"6654700250","184087"
"1150000200","580472"
"2597501190","516239"
"8860310120","703233"
"1250202285","475250"
"8562770250","706468"
"2115510470","633219"
"2141200030","569284"
"7986400305","607783"
"8682280270","167569"
"1565900390","342239"
"1842900030","668277"
"8691440100","531263"
"179000100","624692"
"1338300555","706941"
"3797002160","789761"
"2172000894","366567"
"5561301220","298688"
"3278600710","744826"
"1472800220","376585"
"1270000040","682120"
"2472920680","489874"
"1518000080","687152"
"823059145","382512"
"2397101606","496762"
"5027800190","321622"
"4083306345","513877"
"1626069253","694576"
"8835220090","340748"
"6116500075","496653"
"9828200187","683842"
"7875200005","769778"
"3362400125","708202"
"4027700853","632137"
"5422570760","440451"
"42000130","383810"
"8832900120","193084"
"8563010300","634086"
"7149400450","391017"
"9238450210","502196"
"1338600175","338731"
"4053200926","349790"
"5710500010","552393"
"2025079033","157472"
"2547200190","357099"
"3241600015","318770"
"1239400650","771072"
"5419801120","231354"
"1118000320","787633"
"6802210450","640223"
"5458300685","482664"
"2301400276","200720"
"8035650500","795770"
"4094800120","600396"
"7236100015","288946"
"5557320030","588943"
"1402660150","582685"
"2301400325","524505"
"6150200005","243496"
"4232902595","242175"
"3782760080","336270"
"1836980160","461777"
"9221400335","163383"
"6669020490","538521"
"2025079045","528010"
"1525069058","751376"
"5379802181","513725"
"7207900080","184788"
"3544400236","751859"
"8682300890","399844"
"952000055","670948"
"1423200110","441472"
"1922000070","239750"
"3423059140","650123"
"8039900180","685888"
"7394400080","230486"
"7853320950","314837"
"8964800330","429502"
"104560010","564839"
"7789000260","257439"
"5009600010","239995"
"1926069143","519962"
"7950304065","694792"
"824059277","736829"
"3820100284","524103"
"461003251","488872"
"586000020","499880"
"7696610240","262230"
"8106300840","500931"
"7732410420","527562"
"9547202380","797804"
"1099900030","750817"
"269001360","295147"
"3782760280","438494"
"7443000640","190538"
"1328330590","528883"
"6411600069","197150"
"6918730130","766584"
"5561301150","467440"
"1656600280","312754"
"7430500110","660485"
"8682301910","373196"
"8129700644","679435"
"203900920","581226"
"1525059112","163023"
"9485750110","384560"
"7904700128","516499"
"3224079105","208827"
"3391500050","328492"
"8651511250","487944"
"2525300200","649155"
"9524100207","731701"
"1825069072","539802"
"2624049091","620241"
"2695600070","156384"
"1741700040","153806"
"5649300120","600318"
"6400700389","168115"
"2346200050","367609"
"1843130360","689021"
"1796370180","494639"
"1785400770","432059"
"7229800430","607906"
"8651441520","535023"
"1400700150","570109"
"4399200100","691304"
"537000325","465394"
"9828202545","269772"
"2141310490","454662"
"1604601803","622905"
"3205400150","648123"
"1941400080","324483"
"1952200410","457944"
"3881900317","370069"
"1997200060","672566"
"3226049270","674681"
"7206900075","160011"
"5409800140","363135"
"4140500180","289094"
"1545808960","739333"
"6672500040","166659"
"1822059382","315542"
"8682291680","502355"
"7888300340","542913"
"9512200420","560776"
"8165501620","253080"
"9550200155","158021"
"3188100400","723147"
"7227501645","240304"
"1425069071","324474"
"6821102340","665436"
"2591700037","347419"
"4139440460","759906"
"3396830020","502803"
"3668000810","693350"
"8016250140","363305"
"1200019","235175"
"2123049502","788711"
"9476200545","770923"
"982850120","253074"
"8581400015","682609"
"5605000590","468034"
"3260000120","727564"
"925059288","405938"
"1736100090","384397"
"7454000605","724169"
"5706201140","352878"
"1048000160","423711"
"424069271","305175"
"7515000035","260186"
"3578600045","585499"
"7230200310","486261"
"5127001320","615237"
"1551500130","431828"
"7923300230","625195"
"6817801030","530665"
"3276930400","654066"
"2619920170","239680"
"7116500125","463412"
"3999300290","484390"
"3992700130","463208"
"6699940250","762920"
"3815500035","323660"
"9550204620","457774"
"6056111430","685096"
"5557800010","385870"
"3629990280","274519"
"2891000450","447419"
"2303900100","437143"
"2114700615","545224"
"3574801720","168621"
"1337800045","743553"
"5153200651","701549"
"3629920630","630373"
"7254200040","518862"
"4406000560","639986"
"8691310380","355280"
"4364700945","150018"
"8562790710","753075"
"4397010350","638312"
"7010700660","605159"
"8835200800","523106"
"3213200245","581224"
"526059224","308941"
"8150600250","236334"
"8651600110","603010"
"1762600090","366413"
"3288200360","669718"
"2023049218","219580"
"6121000110","473106"
"1959701800","780142"
"4232902335","355431"
"7796600070","415212"
"745530240","367293"
"9292000380","275181"
"1125049140","195215"
"2122059014","777369"
"3822200164","208079"
"1657530450","767920"
"3629970090","200248"
"7518505990","681426"
"4204400098","745987"
"5100401441","356658"
"7234601541","685214"
"8927600070","238923"
"1972200553","151717"
"4037000470","415233"
"5561300980","257694"
"3342104046","772167"
"3578401700","247515"
"3342700491","782777"
"2341300115","551855"
"5317100325","422338"
"5651010320","392465"
"9187200095","585595"
"623049094","312458"
"2597000130","746998"
"6400700220","612763"
"7968460270","359766"
"993002127","215575"
"5255690160","427243"
"2143700830","720368"
"985001015","174518"
"3026059011","727230"
"4139900180","161781"
"3421069044","176625"
"3904902630","371996"
"2600130190","366637"
"3126049415","187753"
"2521059042","356826"
"2487200940","776161"
"9144300110","539292"
"3530200160","183145"
"2929600035","725280"
"2607760190","188441"
"1085623350","769193"
"3834000805","638142"
"5423030380","217671"
"7283900012","716634"
"3845101100","640042"
"126059005","424011"
"9211000110","195928"
"452002135","385322"
"4365700450","293102"
"4338800170","270575"
"7611200086","209158"
"2113700060","389807"
"3558900430","600225"
"2214800630","220580"
"7302000500","574123"
"5255300150","487409"
"312000295","405858"
"1568100087","739909"
"5469502660","778521"
"8078490390","252351"
"629000615","728408"
"1928300640","196475"
"3438500486","299354"
"7752000090","446255"
"7468900245","612459"
"3342103174","787724"
"2159900060","686279"
"1443500905","360159"
"6891100590","707548"
"3578700073","714789"
"984210590","749606"
"324069112","652438"
"952001660","297116"
"8691300500","178524"
"1189000025","559154"
"5126950340","172614"
"6885900415","310383"
"3330500705","434804"
"4307351180","235657"
"8092500150","490824"
"1682000280","481258"
"6163900301","493810"
"2771102144","461377"
"7852010290","519003"
"3904980320","451568"
"9253900210","311418"
"3574750150","511889"
"722059020","365228"
"3782100145","182313"
"349400100","726571"
"8562780190","177786"
"3583300135","651009"
"3885802970","157751"
"5379803372","371164"
"4406000620","634843"
"8946400100","543107"
"795000405","227212"
"1088650310","208214"
"8910500150","694028"
"3760500730","581572"
"191100045","264284"
"2787320620","698790"
"7202330920","205673"
"6021503706","344421"
"3876000120","720715"
"339600090","490125"
"7518501822","158228"
"1788800630","672490"
"6437400101","481066"
"2770604365","634233"
"323059146","703315"
"6804600240","497321"
"7846700310","680856"
"4217401365","585450"
"3904910480","583782"
"9320870040","407334"
"9523100712","386143"
"8798000100","287099"
"104530240","168158"
"985000833","403728"
"1139000069","425263"
"8081900011","296620"
"1895450200","711664"
"6072760390","192367"
"7202430060","550822"
"4139420190","589529"
"1454100005","447654"
"1861400060","554680"
"6329000070","591787"
"7202330160","675539"
"6163901033","573777"
"66000140","733994"
"6661200320","782169"
"8081020380","230665"
"9264921030","193492"
"8965500900","212914"
"2331540070","489509"
"5466350160","738968"
"5437600010","237443"
"6021501320","485598"
"7582700100","771354"
"1555200590","325175"
"1778350160","440505"
"7856410430","555061"
"6908200250","514314"
"4024100982","463726"
"3904921070","669938"
"8730000210","292493"
"1760650900","481295"
"627300190","537683"
"461004730","752923"
"1121039059","331892"
"1160000300","527034"
"952006827","623035"
"148000450","656739"
"7548300751","670759"
"3654200037","496854"
"2008200060","452860"
"7443000514","382300"
"4123840310","499390"
"3834000594","676366"
"2473101070","292917"
"1250200495","229845"
"3814900750","590383"
"323059167","587547"
"2540700110","206915"
"9406550060","478132"
"4039300810","555791"
"3720800115","395832"
"9195700040","308927"
"7905200310","517926"
"5051800130","744499"
"477000019","527492"
"5029451230","293363"
"9477500060","161315"
"1370803835","225137"
"9126101090","384708"
"8005100540","290673"
"254000735","545152"
